"wday";"hour";"sensor";"sensores";"value_PM25"
"vie\,";14;"P4";"value";218,217
"vie\,";14;"SINCA";"PM25_SINCA";85
"vie\,";14;"P5";"value";216,633
"vie\,";14;"SINCA";"PM25_SINCA";85
"vie\,";15;"P1";"value";174,233
"vie\,";15;"SINCA";"PM25_SINCA";59
"vie\,";15;"P2";"value";182,133
"vie\,";15;"SINCA";"PM25_SINCA";59
"vie\,";15;"P3";"value";177,033
"vie\,";15;"SINCA";"PM25_SINCA";59
"vie\,";15;"P4";"value";196,683
"vie\,";15;"SINCA";"PM25_SINCA";59
"vie\,";15;"P5";"value";192,583
"vie\,";15;"SINCA";"PM25_SINCA";59
"vie\,";16;"P1";"value";152,083
"vie\,";16;"SINCA";"PM25_SINCA";36
"vie\,";16;"P2";"value";156,917
"vie\,";16;"SINCA";"PM25_SINCA";36
"vie\,";16;"P3";"value";153,183
"vie\,";16;"SINCA";"PM25_SINCA";36
"vie\,";16;"P4";"value";168,6
"vie\,";16;"SINCA";"PM25_SINCA";36
"vie\,";16;"P5";"value";163,433
"vie\,";16;"SINCA";"PM25_SINCA";36
"vie\,";17;"P1";"value";154,567
"vie\,";17;"SINCA";"PM25_SINCA";35
"vie\,";17;"P2";"value";158,817
"vie\,";17;"SINCA";"PM25_SINCA";35
"vie\,";17;"P3";"value";153,783
"vie\,";17;"SINCA";"PM25_SINCA";35
"vie\,";17;"P4";"value";174,233
"vie\,";17;"SINCA";"PM25_SINCA";35
"vie\,";17;"P5";"value";163,85
"vie\,";17;"SINCA";"PM25_SINCA";35
"vie\,";18;"P1";"value";155,417
"vie\,";18;"SINCA";"PM25_SINCA";35
"vie\,";18;"P2";"value";160,217
"vie\,";18;"SINCA";"PM25_SINCA";35
"vie\,";18;"P3";"value";153,883
"vie\,";18;"SINCA";"PM25_SINCA";35
"vie\,";18;"P4";"value";177,067
"vie\,";18;"SINCA";"PM25_SINCA";35
"vie\,";18;"P5";"value";163,9
"vie\,";18;"SINCA";"PM25_SINCA";35
"vie\,";19;"P1";"value";156,25
"vie\,";19;"SINCA";"PM25_SINCA";36
"vie\,";19;"P2";"value";160,85
"vie\,";19;"SINCA";"PM25_SINCA";36
"vie\,";19;"P3";"value";154,617
"vie\,";19;"SINCA";"PM25_SINCA";36
"vie\,";19;"P4";"value";180,95
"vie\,";19;"SINCA";"PM25_SINCA";36
"vie\,";19;"P5";"value";165,517
"vie\,";19;"SINCA";"PM25_SINCA";36
"vie\,";20;"P1";"value";156,9
"vie\,";20;"SINCA";"PM25_SINCA";39
"vie\,";20;"P2";"value";161,1
"vie\,";20;"SINCA";"PM25_SINCA";39
"vie\,";20;"P3";"value";154,467
"vie\,";20;"SINCA";"PM25_SINCA";39
"vie\,";20;"P4";"value";182,817
"vie\,";20;"SINCA";"PM25_SINCA";39
"vie\,";20;"P5";"value";166,467
"vie\,";20;"SINCA";"PM25_SINCA";39
"vie\,";21;"P1";"value";157,233
"vie\,";21;"SINCA";"PM25_SINCA";39
"vie\,";21;"P2";"value";161,35
"vie\,";21;"SINCA";"PM25_SINCA";39
"vie\,";21;"P3";"value";155,083
"vie\,";21;"SINCA";"PM25_SINCA";39
"vie\,";21;"P4";"value";184,4
"vie\,";21;"SINCA";"PM25_SINCA";39
"vie\,";21;"P5";"value";167,833
"vie\,";21;"SINCA";"PM25_SINCA";39
"vie\,";22;"P1";"value";157,9
"vie\,";22;"SINCA";"PM25_SINCA";43
"vie\,";22;"P2";"value";163,383
"vie\,";22;"SINCA";"PM25_SINCA";43
"vie\,";22;"P3";"value";157,167
"vie\,";22;"SINCA";"PM25_SINCA";43
"vie\,";22;"P4";"value";188,667
"vie\,";22;"SINCA";"PM25_SINCA";43
"vie\,";22;"P5";"value";170,5
"vie\,";22;"SINCA";"PM25_SINCA";43
"vie\,";23;"P1";"value";158,233
"vie\,";23;"SINCA";"PM25_SINCA";49
"vie\,";23;"P2";"value";163,417
"vie\,";23;"SINCA";"PM25_SINCA";49
"vie\,";23;"P3";"value";156,917
"vie\,";23;"SINCA";"PM25_SINCA";49
"vie\,";23;"P4";"value";187,833
"vie\,";23;"SINCA";"PM25_SINCA";49
"vie\,";23;"P5";"value";170,433
"vie\,";23;"SINCA";"PM25_SINCA";49
"sáb\,";0;"P1";"value";159,433
"sáb\,";0;"SINCA";"PM25_SINCA";39
"sáb\,";0;"P2";"value";164,667
"sáb\,";0;"SINCA";"PM25_SINCA";39
"sáb\,";0;"P3";"value";158,067
"sáb\,";0;"SINCA";"PM25_SINCA";39
"sáb\,";0;"P4";"value";190,317
"sáb\,";0;"SINCA";"PM25_SINCA";39
"sáb\,";0;"P5";"value";171,983
"sáb\,";0;"SINCA";"PM25_SINCA";39
"sáb\,";1;"P1";"value";160,367
"sáb\,";1;"SINCA";"PM25_SINCA";40
"sáb\,";1;"P2";"value";164,967
"sáb\,";1;"SINCA";"PM25_SINCA";40
"sáb\,";1;"P3";"value";158,2
"sáb\,";1;"SINCA";"PM25_SINCA";40
"sáb\,";1;"P4";"value";191,217
"sáb\,";1;"SINCA";"PM25_SINCA";40
"sáb\,";1;"P5";"value";173,067
"sáb\,";1;"SINCA";"PM25_SINCA";40
"sáb\,";2;"P1";"value";160,083
"sáb\,";2;"SINCA";"PM25_SINCA";46
"sáb\,";2;"P2";"value";165,283
"sáb\,";2;"SINCA";"PM25_SINCA";46
"sáb\,";2;"P3";"value";158,667
"sáb\,";2;"SINCA";"PM25_SINCA";46
"sáb\,";2;"P4";"value";191,4
"sáb\,";2;"SINCA";"PM25_SINCA";46
"sáb\,";2;"P5";"value";172,917
"sáb\,";2;"SINCA";"PM25_SINCA";46
"sáb\,";3;"P1";"value";160,017
"sáb\,";3;"SINCA";"PM25_SINCA";43
"sáb\,";3;"P2";"value";165,367
"sáb\,";3;"SINCA";"PM25_SINCA";43
"sáb\,";3;"P3";"value";158,233
"sáb\,";3;"SINCA";"PM25_SINCA";43
"sáb\,";3;"P4";"value";190,5
"sáb\,";3;"SINCA";"PM25_SINCA";43
"sáb\,";3;"P5";"value";171,65
"sáb\,";3;"SINCA";"PM25_SINCA";43
"sáb\,";4;"P1";"value";159,65
"sáb\,";4;"SINCA";"PM25_SINCA";43
"sáb\,";4;"P2";"value";164,583
"sáb\,";4;"SINCA";"PM25_SINCA";43
"sáb\,";4;"P3";"value";157,45
"sáb\,";4;"SINCA";"PM25_SINCA";43
"sáb\,";4;"P4";"value";188,633
"sáb\,";4;"SINCA";"PM25_SINCA";43
"sáb\,";4;"P5";"value";170,033
"sáb\,";4;"SINCA";"PM25_SINCA";43
"sáb\,";5;"P1";"value";159,917
"sáb\,";5;"SINCA";"PM25_SINCA";41
"sáb\,";5;"P2";"value";165,017
"sáb\,";5;"SINCA";"PM25_SINCA";41
"sáb\,";5;"P3";"value";157,1
"sáb\,";5;"SINCA";"PM25_SINCA";41
"sáb\,";5;"P4";"value";188,117
"sáb\,";5;"SINCA";"PM25_SINCA";41
"sáb\,";5;"P5";"value";169,017
"sáb\,";5;"SINCA";"PM25_SINCA";41
"sáb\,";6;"P1";"value";159,583
"sáb\,";6;"SINCA";"PM25_SINCA";39
"sáb\,";6;"P2";"value";163,433
"sáb\,";6;"SINCA";"PM25_SINCA";39
"sáb\,";6;"P3";"value";156,1
"sáb\,";6;"SINCA";"PM25_SINCA";39
"sáb\,";6;"P4";"value";184,717
"sáb\,";6;"SINCA";"PM25_SINCA";39
"sáb\,";6;"P5";"value";167,667
"sáb\,";6;"SINCA";"PM25_SINCA";39
"sáb\,";7;"P1";"value";158,967
"sáb\,";7;"SINCA";"PM25_SINCA";29
"sáb\,";7;"P2";"value";162,483
"sáb\,";7;"SINCA";"PM25_SINCA";29
"sáb\,";7;"P3";"value";154,767
"sáb\,";7;"SINCA";"PM25_SINCA";29
"sáb\,";7;"P4";"value";180,133
"sáb\,";7;"SINCA";"PM25_SINCA";29
"sáb\,";7;"P5";"value";166,2
"sáb\,";7;"SINCA";"PM25_SINCA";29
"sáb\,";8;"P1";"value";155,967
"sáb\,";8;"SINCA";"PM25_SINCA";29
"sáb\,";8;"P2";"value";159,4
"sáb\,";8;"SINCA";"PM25_SINCA";29
"sáb\,";8;"P3";"value";152,817
"sáb\,";8;"SINCA";"PM25_SINCA";29
"sáb\,";8;"P4";"value";173,867
"sáb\,";8;"SINCA";"PM25_SINCA";29
"sáb\,";8;"P5";"value";163,767
"sáb\,";8;"SINCA";"PM25_SINCA";29
"sáb\,";9;"P1";"value";159,683
"sáb\,";9;"SINCA";"PM25_SINCA";43
"sáb\,";9;"P2";"value";163,783
"sáb\,";9;"SINCA";"PM25_SINCA";43
"sáb\,";9;"P3";"value";157,8
"sáb\,";9;"SINCA";"PM25_SINCA";43
"sáb\,";9;"P4";"value";184,483
"sáb\,";9;"SINCA";"PM25_SINCA";43
"sáb\,";9;"P5";"value";171,567
"sáb\,";9;"SINCA";"PM25_SINCA";43
"sáb\,";10;"P1";"value";164,967
"sáb\,";10;"SINCA";"PM25_SINCA";51
"sáb\,";10;"P2";"value";171,183
"sáb\,";10;"SINCA";"PM25_SINCA";51
"sáb\,";10;"P3";"value";163,2
"sáb\,";10;"SINCA";"PM25_SINCA";51
"sáb\,";10;"P4";"value";194,35
"sáb\,";10;"SINCA";"PM25_SINCA";51
"sáb\,";10;"P5";"value";181
"sáb\,";10;"SINCA";"PM25_SINCA";51
"sáb\,";11;"P1";"value";164,45
"sáb\,";11;"SINCA";"PM25_SINCA";57
"sáb\,";11;"P2";"value";171,25
"sáb\,";11;"SINCA";"PM25_SINCA";57
"sáb\,";11;"P3";"value";165,55
"sáb\,";11;"SINCA";"PM25_SINCA";57
"sáb\,";11;"P4";"value";186,333
"sáb\,";11;"SINCA";"PM25_SINCA";57
"sáb\,";11;"P5";"value";179,8
"sáb\,";11;"SINCA";"PM25_SINCA";57
"sáb\,";12;"P1";"value";164,333
"sáb\,";12;"SINCA";"PM25_SINCA";63
"sáb\,";12;"P2";"value";171,333
"sáb\,";12;"SINCA";"PM25_SINCA";63
"sáb\,";12;"P3";"value";166,567
"sáb\,";12;"SINCA";"PM25_SINCA";63
"sáb\,";12;"P4";"value";185,783
"sáb\,";12;"SINCA";"PM25_SINCA";63
"sáb\,";12;"P5";"value";182,067
"sáb\,";12;"SINCA";"PM25_SINCA";63
"sáb\,";13;"P1";"value";163,183
"sáb\,";13;"SINCA";"PM25_SINCA";61
"sáb\,";13;"P2";"value";169,65
"sáb\,";13;"SINCA";"PM25_SINCA";61
"sáb\,";13;"P3";"value";164,867
"sáb\,";13;"SINCA";"PM25_SINCA";61
"sáb\,";13;"P4";"value";185,9
"sáb\,";13;"SINCA";"PM25_SINCA";61
"sáb\,";13;"P5";"value";180,8
"sáb\,";13;"SINCA";"PM25_SINCA";61
"sáb\,";14;"P1";"value";158,95
"sáb\,";14;"SINCA";"PM25_SINCA";59
"sáb\,";14;"P2";"value";165,283
"sáb\,";14;"SINCA";"PM25_SINCA";59
"sáb\,";14;"P3";"value";160,567
"sáb\,";14;"SINCA";"PM25_SINCA";59
"sáb\,";14;"P4";"value";182,45
"sáb\,";14;"SINCA";"PM25_SINCA";59
"sáb\,";14;"P5";"value";175,317
"sáb\,";14;"SINCA";"PM25_SINCA";59
"sáb\,";15;"P1";"value";152,3
"sáb\,";15;"SINCA";"PM25_SINCA";56
"sáb\,";15;"P2";"value";157,733
"sáb\,";15;"SINCA";"PM25_SINCA";56
"sáb\,";15;"P3";"value";153,95
"sáb\,";15;"SINCA";"PM25_SINCA";56
"sáb\,";15;"P4";"value";173,917
"sáb\,";15;"SINCA";"PM25_SINCA";56
"sáb\,";15;"P5";"value";167,15
"sáb\,";15;"SINCA";"PM25_SINCA";56
"sáb\,";16;"P1";"value";169,317
"sáb\,";16;"SINCA";"PM25_SINCA";73
"sáb\,";16;"P2";"value";175,75
"sáb\,";16;"SINCA";"PM25_SINCA";73
"sáb\,";16;"P3";"value";170,117
"sáb\,";16;"SINCA";"PM25_SINCA";73
"sáb\,";16;"P4";"value";200,417
"sáb\,";16;"SINCA";"PM25_SINCA";73
"sáb\,";16;"P5";"value";185,85
"sáb\,";16;"SINCA";"PM25_SINCA";73
"sáb\,";17;"P1";"value";178,6
"sáb\,";17;"SINCA";"PM25_SINCA";79
"sáb\,";17;"P2";"value";184,117
"sáb\,";17;"SINCA";"PM25_SINCA";79
"sáb\,";17;"P3";"value";175,817
"sáb\,";17;"SINCA";"PM25_SINCA";79
"sáb\,";17;"P4";"value";219,267
"sáb\,";17;"SINCA";"PM25_SINCA";79
"sáb\,";17;"P5";"value";198,233
"sáb\,";17;"SINCA";"PM25_SINCA";79
"sáb\,";18;"P1";"value";179,567
"sáb\,";18;"SINCA";"PM25_SINCA";75
"sáb\,";18;"P2";"value";183,517
"sáb\,";18;"SINCA";"PM25_SINCA";75
"sáb\,";18;"P3";"value";171,8
"sáb\,";18;"SINCA";"PM25_SINCA";75
"sáb\,";18;"P4";"value";223,35
"sáb\,";18;"SINCA";"PM25_SINCA";75
"sáb\,";18;"P5";"value";195,767
"sáb\,";18;"SINCA";"PM25_SINCA";75
"sáb\,";19;"P1";"value";181,833
"sáb\,";19;"SINCA";"PM25_SINCA";74
"sáb\,";19;"P2";"value";186,367
"sáb\,";19;"SINCA";"PM25_SINCA";74
"sáb\,";19;"P3";"value";173,617
"sáb\,";19;"SINCA";"PM25_SINCA";74
"sáb\,";19;"P4";"value";227,883
"sáb\,";19;"SINCA";"PM25_SINCA";74
"sáb\,";19;"P5";"value";197,667
"sáb\,";19;"SINCA";"PM25_SINCA";74
"sáb\,";20;"P1";"value";178,183
"sáb\,";20;"SINCA";"PM25_SINCA";81
"sáb\,";20;"P2";"value";183,967
"sáb\,";20;"SINCA";"PM25_SINCA";81
"sáb\,";20;"P3";"value";172,017
"sáb\,";20;"SINCA";"PM25_SINCA";81
"sáb\,";20;"P4";"value";221
"sáb\,";20;"SINCA";"PM25_SINCA";81
"sáb\,";20;"P5";"value";196,333
"sáb\,";20;"SINCA";"PM25_SINCA";81
"sáb\,";21;"P1";"value";171,683
"sáb\,";21;"SINCA";"PM25_SINCA";62
"sáb\,";21;"P2";"value";176,3
"sáb\,";21;"SINCA";"PM25_SINCA";62
"sáb\,";21;"P3";"value";166,917
"sáb\,";21;"SINCA";"PM25_SINCA";62
"sáb\,";21;"P4";"value";208,617
"sáb\,";21;"SINCA";"PM25_SINCA";62
"sáb\,";21;"P5";"value";188,183
"sáb\,";21;"SINCA";"PM25_SINCA";62
"sáb\,";22;"P1";"value";164,567
"sáb\,";22;"SINCA";"PM25_SINCA";59
"sáb\,";22;"P2";"value";169,2
"sáb\,";22;"SINCA";"PM25_SINCA";59
"sáb\,";22;"P3";"value";162,783
"sáb\,";22;"SINCA";"PM25_SINCA";59
"sáb\,";22;"P4";"value";193,733
"sáb\,";22;"SINCA";"PM25_SINCA";59
"sáb\,";22;"P5";"value";177,933
"sáb\,";22;"SINCA";"PM25_SINCA";59
"sáb\,";23;"P1";"value";157,45
"sáb\,";23;"SINCA";"PM25_SINCA";48
"sáb\,";23;"P2";"value";161,4
"sáb\,";23;"SINCA";"PM25_SINCA";48
"sáb\,";23;"P3";"value";156,15
"sáb\,";23;"SINCA";"PM25_SINCA";48
"sáb\,";23;"P4";"value";176,417
"sáb\,";23;"SINCA";"PM25_SINCA";48
"sáb\,";23;"P5";"value";166,467
"sáb\,";23;"SINCA";"PM25_SINCA";48
"dom\,";0;"P1";"value";151,75
"dom\,";0;"SINCA";"PM25_SINCA";44
"dom\,";0;"P2";"value";154,967
"dom\,";0;"SINCA";"PM25_SINCA";44
"dom\,";0;"P3";"value";150,167
"dom\,";0;"SINCA";"PM25_SINCA";44
"dom\,";0;"P4";"value";165,817
"dom\,";0;"SINCA";"PM25_SINCA";44
"dom\,";0;"P5";"value";160,65
"dom\,";0;"SINCA";"PM25_SINCA";44
"dom\,";1;"P1";"value";146,367
"dom\,";1;"SINCA";"PM25_SINCA";32
"dom\,";1;"P2";"value";148,7
"dom\,";1;"SINCA";"PM25_SINCA";32
"dom\,";1;"P3";"value";144,183
"dom\,";1;"SINCA";"PM25_SINCA";32
"dom\,";1;"P4";"value";160,167
"dom\,";1;"SINCA";"PM25_SINCA";32
"dom\,";1;"P5";"value";155,283
"dom\,";1;"SINCA";"PM25_SINCA";32
"dom\,";2;"P1";"value";138,783
"dom\,";2;"SINCA";"PM25_SINCA";25
"dom\,";2;"P2";"value";140,233
"dom\,";2;"SINCA";"PM25_SINCA";25
"dom\,";2;"P3";"value";135,733
"dom\,";2;"SINCA";"PM25_SINCA";25
"dom\,";2;"P4";"value";152,317
"dom\,";2;"SINCA";"PM25_SINCA";25
"dom\,";2;"P5";"value";147
"dom\,";2;"SINCA";"PM25_SINCA";25
"dom\,";3;"P1";"value";138,533
"dom\,";3;"SINCA";"PM25_SINCA";28
"dom\,";3;"P2";"value";140,067
"dom\,";3;"SINCA";"PM25_SINCA";28
"dom\,";3;"P3";"value";136,383
"dom\,";3;"SINCA";"PM25_SINCA";28
"dom\,";3;"P4";"value";150,567
"dom\,";3;"SINCA";"PM25_SINCA";28
"dom\,";3;"P5";"value";146,167
"dom\,";3;"SINCA";"PM25_SINCA";28
"dom\,";4;"P1";"value";137,917
"dom\,";4;"SINCA";"PM25_SINCA";26
"dom\,";4;"P2";"value";139,75
"dom\,";4;"SINCA";"PM25_SINCA";26
"dom\,";4;"P3";"value";135,433
"dom\,";4;"SINCA";"PM25_SINCA";26
"dom\,";4;"P4";"value";151,85
"dom\,";4;"SINCA";"PM25_SINCA";26
"dom\,";4;"P5";"value";146,583
"dom\,";4;"SINCA";"PM25_SINCA";26
"dom\,";5;"P1";"value";131,45
"dom\,";5;"SINCA";"PM25_SINCA";17
"dom\,";5;"P2";"value";132,05
"dom\,";5;"SINCA";"PM25_SINCA";17
"dom\,";5;"P3";"value";127,75
"dom\,";5;"SINCA";"PM25_SINCA";17
"dom\,";5;"P4";"value";144,8
"dom\,";5;"SINCA";"PM25_SINCA";17
"dom\,";5;"P5";"value";138,85
"dom\,";5;"SINCA";"PM25_SINCA";17
"dom\,";6;"P1";"value";144,75
"dom\,";6;"SINCA";"PM25_SINCA";35
"dom\,";6;"P2";"value";147,133
"dom\,";6;"SINCA";"PM25_SINCA";35
"dom\,";6;"P3";"value";141,283
"dom\,";6;"SINCA";"PM25_SINCA";35
"dom\,";6;"P4";"value";162,75
"dom\,";6;"SINCA";"PM25_SINCA";35
"dom\,";6;"P5";"value";154,4
"dom\,";6;"SINCA";"PM25_SINCA";35
"dom\,";7;"P1";"value";130,133
"dom\,";7;"SINCA";"PM25_SINCA";18
"dom\,";7;"P2";"value";130,317
"dom\,";7;"SINCA";"PM25_SINCA";18
"dom\,";7;"P3";"value";126,45
"dom\,";7;"SINCA";"PM25_SINCA";18
"dom\,";7;"P4";"value";144,2
"dom\,";7;"SINCA";"PM25_SINCA";18
"dom\,";7;"P5";"value";138,65
"dom\,";7;"SINCA";"PM25_SINCA";18
"dom\,";8;"P1";"value";111,833
"dom\,";8;"SINCA";"PM25_SINCA";11
"dom\,";8;"P2";"value";111,25
"dom\,";8;"SINCA";"PM25_SINCA";11
"dom\,";8;"P3";"value";109,15
"dom\,";8;"SINCA";"PM25_SINCA";11
"dom\,";8;"P4";"value";125,183
"dom\,";8;"SINCA";"PM25_SINCA";11
"dom\,";8;"P5";"value";118,65
"dom\,";8;"SINCA";"PM25_SINCA";11
"dom\,";9;"P1";"value";117,217
"dom\,";9;"SINCA";"PM25_SINCA";13
"dom\,";9;"P2";"value";116,433
"dom\,";9;"SINCA";"PM25_SINCA";13
"dom\,";9;"P3";"value";113,817
"dom\,";9;"SINCA";"PM25_SINCA";13
"dom\,";9;"P4";"value";127,217
"dom\,";9;"SINCA";"PM25_SINCA";13
"dom\,";9;"P5";"value";124,933
"dom\,";9;"SINCA";"PM25_SINCA";13
"dom\,";10;"P1";"value";125,233
"dom\,";10;"SINCA";"PM25_SINCA";18
"dom\,";10;"P2";"value";126,85
"dom\,";10;"SINCA";"PM25_SINCA";18
"dom\,";10;"P3";"value";124,217
"dom\,";10;"SINCA";"PM25_SINCA";18
"dom\,";10;"P4";"value";134,9
"dom\,";10;"SINCA";"PM25_SINCA";18
"dom\,";10;"P5";"value";132,367
"dom\,";10;"SINCA";"PM25_SINCA";18
"dom\,";11;"P1";"value";135,217
"dom\,";11;"SINCA";"PM25_SINCA";25
"dom\,";11;"P2";"value";137,983
"dom\,";11;"SINCA";"PM25_SINCA";25
"dom\,";11;"P3";"value";135,9
"dom\,";11;"SINCA";"PM25_SINCA";25
"dom\,";11;"P4";"value";146,8
"dom\,";11;"SINCA";"PM25_SINCA";25
"dom\,";11;"P5";"value";143,583
"dom\,";11;"SINCA";"PM25_SINCA";25
"dom\,";12;"P1";"value";139,467
"dom\,";12;"SINCA";"PM25_SINCA";30
"dom\,";12;"P2";"value";142,183
"dom\,";12;"SINCA";"PM25_SINCA";30
"dom\,";12;"P3";"value";140,65
"dom\,";12;"SINCA";"PM25_SINCA";30
"dom\,";12;"P4";"value";150,117
"dom\,";12;"SINCA";"PM25_SINCA";30
"dom\,";12;"P5";"value";148,183
"dom\,";12;"SINCA";"PM25_SINCA";30
"dom\,";13;"P1";"value";136,467
"dom\,";13;"SINCA";"PM25_SINCA";27
"dom\,";13;"P2";"value";138,567
"dom\,";13;"SINCA";"PM25_SINCA";27
"dom\,";13;"P3";"value";137,133
"dom\,";13;"SINCA";"PM25_SINCA";27
"dom\,";13;"P4";"value";145,717
"dom\,";13;"SINCA";"PM25_SINCA";27
"dom\,";13;"P5";"value";144,883
"dom\,";13;"SINCA";"PM25_SINCA";27
"dom\,";14;"P1";"value";146,4
"dom\,";14;"SINCA";"PM25_SINCA";42
"dom\,";14;"P2";"value";149,267
"dom\,";14;"SINCA";"PM25_SINCA";42
"dom\,";14;"P3";"value";147,683
"dom\,";14;"SINCA";"PM25_SINCA";42
"dom\,";14;"P4";"value";158,4
"dom\,";14;"SINCA";"PM25_SINCA";42
"dom\,";14;"P5";"value";156,617
"dom\,";14;"SINCA";"PM25_SINCA";42
"dom\,";15;"P1";"value";148,4
"dom\,";15;"SINCA";"PM25_SINCA";43
"dom\,";15;"P2";"value";151,467
"dom\,";15;"SINCA";"PM25_SINCA";43
"dom\,";15;"P3";"value";149,833
"dom\,";15;"SINCA";"PM25_SINCA";43
"dom\,";15;"P4";"value";165,25
"dom\,";15;"SINCA";"PM25_SINCA";43
"dom\,";15;"P5";"value";159,9
"dom\,";15;"SINCA";"PM25_SINCA";43
"dom\,";16;"P1";"value";149,033
"dom\,";16;"SINCA";"PM25_SINCA";47
"dom\,";16;"P2";"value";153,1
"dom\,";16;"SINCA";"PM25_SINCA";47
"dom\,";16;"P3";"value";150,55
"dom\,";16;"SINCA";"PM25_SINCA";47
"dom\,";16;"P4";"value";169,3
"dom\,";16;"SINCA";"PM25_SINCA";47
"dom\,";16;"P5";"value";161,217
"dom\,";16;"SINCA";"PM25_SINCA";47
"dom\,";17;"P1";"value";153,367
"dom\,";17;"SINCA";"PM25_SINCA";59
"dom\,";17;"P2";"value";156,9
"dom\,";17;"SINCA";"PM25_SINCA";59
"dom\,";17;"P3";"value";152,317
"dom\,";17;"SINCA";"PM25_SINCA";59
"dom\,";17;"P4";"value";174,917
"dom\,";17;"SINCA";"PM25_SINCA";59
"dom\,";17;"P5";"value";165,75
"dom\,";17;"SINCA";"PM25_SINCA";59
"dom\,";18;"P1";"value";155,383
"dom\,";18;"SINCA";"PM25_SINCA";47
"dom\,";18;"P2";"value";159,283
"dom\,";18;"SINCA";"PM25_SINCA";47
"dom\,";18;"P3";"value";154,083
"dom\,";18;"SINCA";"PM25_SINCA";47
"dom\,";18;"P4";"value";175,85
"dom\,";18;"SINCA";"PM25_SINCA";47
"dom\,";18;"P5";"value";164,95
"dom\,";18;"SINCA";"PM25_SINCA";47
"dom\,";19;"P1";"value";150,4
"dom\,";19;"SINCA";"PM25_SINCA";45
"dom\,";19;"P2";"value";153,767
"dom\,";19;"SINCA";"PM25_SINCA";45
"dom\,";19;"P3";"value";149,567
"dom\,";19;"SINCA";"PM25_SINCA";45
"dom\,";19;"P4";"value";163,333
"dom\,";19;"SINCA";"PM25_SINCA";45
"dom\,";19;"P5";"value";159,3
"dom\,";19;"SINCA";"PM25_SINCA";45
"dom\,";20;"P1";"value";145,033
"dom\,";20;"SINCA";"PM25_SINCA";29
"dom\,";20;"P2";"value";147,867
"dom\,";20;"SINCA";"PM25_SINCA";29
"dom\,";20;"P3";"value";143,617
"dom\,";20;"SINCA";"PM25_SINCA";29
"dom\,";20;"P4";"value";156,867
"dom\,";20;"SINCA";"PM25_SINCA";29
"dom\,";20;"P5";"value";153,783
"dom\,";20;"SINCA";"PM25_SINCA";29
"dom\,";21;"P1";"value";142,7
"dom\,";21;"SINCA";"PM25_SINCA";29
"dom\,";21;"P2";"value";145,367
"dom\,";21;"SINCA";"PM25_SINCA";29
"dom\,";21;"P3";"value";141,033
"dom\,";21;"SINCA";"PM25_SINCA";29
"dom\,";21;"P4";"value";154,167
"dom\,";21;"SINCA";"PM25_SINCA";29
"dom\,";21;"P5";"value";151,133
"dom\,";21;"SINCA";"PM25_SINCA";29
"dom\,";22;"P1";"value";137,7
"dom\,";22;"SINCA";"PM25_SINCA";27
"dom\,";22;"P2";"value";139,65
"dom\,";22;"SINCA";"PM25_SINCA";27
"dom\,";22;"P3";"value";135,9
"dom\,";22;"SINCA";"PM25_SINCA";27
"dom\,";22;"P4";"value";149,117
"dom\,";22;"SINCA";"PM25_SINCA";27
"dom\,";22;"P5";"value";145,983
"dom\,";22;"SINCA";"PM25_SINCA";27
"dom\,";23;"P1";"value";120,767
"dom\,";23;"SINCA";"PM25_SINCA";14
"dom\,";23;"P2";"value";120,517
"dom\,";23;"SINCA";"PM25_SINCA";14
"dom\,";23;"P3";"value";117,083
"dom\,";23;"SINCA";"PM25_SINCA";14
"dom\,";23;"P4";"value";130,967
"dom\,";23;"SINCA";"PM25_SINCA";14
"dom\,";23;"P5";"value";128,4
"dom\,";23;"SINCA";"PM25_SINCA";14
"lun\,";0;"P1";"value";124,383
"lun\,";0;"SINCA";"PM25_SINCA";17
"lun\,";0;"P2";"value";125,2
"lun\,";0;"SINCA";"PM25_SINCA";17
"lun\,";0;"P3";"value";121,283
"lun\,";0;"SINCA";"PM25_SINCA";17
"lun\,";0;"P4";"value";135,217
"lun\,";0;"SINCA";"PM25_SINCA";17
"lun\,";0;"P5";"value";131,883
"lun\,";0;"SINCA";"PM25_SINCA";17
"lun\,";1;"P1";"value";123,133
"lun\,";1;"SINCA";"PM25_SINCA";15
"lun\,";1;"P2";"value";123,233
"lun\,";1;"SINCA";"PM25_SINCA";15
"lun\,";1;"P3";"value";118,717
"lun\,";1;"SINCA";"PM25_SINCA";15
"lun\,";1;"P4";"value";134,7
"lun\,";1;"SINCA";"PM25_SINCA";15
"lun\,";1;"P5";"value";131,033
"lun\,";1;"SINCA";"PM25_SINCA";15
"lun\,";2;"P1";"value";110,917
"lun\,";2;"SINCA";"PM25_SINCA";9
"lun\,";2;"P2";"value";109,967
"lun\,";2;"SINCA";"PM25_SINCA";9
"lun\,";2;"P3";"value";108,5
"lun\,";2;"SINCA";"PM25_SINCA";9
"lun\,";2;"P4";"value";121,1
"lun\,";2;"SINCA";"PM25_SINCA";9
"lun\,";2;"P5";"value";117,833
"lun\,";2;"SINCA";"PM25_SINCA";9
"lun\,";3;"P1";"value";105,1
"lun\,";3;"SINCA";"PM25_SINCA";13
"lun\,";3;"P2";"value";105,25
"lun\,";3;"SINCA";"PM25_SINCA";13
"lun\,";3;"P3";"value";104,767
"lun\,";3;"SINCA";"PM25_SINCA";13
